Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	PI3K-Akt signaling pathway	75/354	3.690902e-04	1.340603e-03	0	0	1.603279e+00	1.267307e+01	ITGB1;YWHAE;ATF2;CSF3R;HSP90AB1;CSF1;FLT3;PIK3CD;LAMC1;PIK3CB;AREG;RPTOR;PPP2R5E;AKT2;AKT3;CREB3L2;MLST8;AKT1;ITGAV;JAK2;HRAS;JAK3;YWHAG;JAK1;YWHAH;MAP2K1;HSP90AA1;SYK;VWF;PPP2R5A;TSC1;PPP2R5D;PPP2R5C;RBL2;CREB3;CCNE2;DDIT4;COL6A1;IL3RA;COL4A5;ITGA5;SGK1;SOS1;SOS2;PKN3;PIK3R6;THBS4;THBS3;GNG2;GNG5;PPP2R3C;PDGFD;GNG7;THEM4;EIF4E;MAPK3;BAD;LAMB2;INSR;FN1;PTK2;EPOR;MTOR;NR4A1;G6PC3;LPAR6;GNB2;IL2RA;GNB1;IL2RB;GRB2;PKN1;IL7R;BCL2L1;FGFR1
KEGG_2021_Human	Non-small cell lung cancer	22/72	3.745812e-04	1.345087e-03	0	0	2.610912e+00	2.059931e+01	STAT5B;MAP2K1;PRKCB;BAD;PIK3CD;PIK3CB;DDB2;EML4;RXRB;AKT2;RASSF5;AKT3;AKT1;E2F2;GRB2;BAK1;PLCG1;SOS1;HRAS;JAK3;SOS2;MAPK3
KEGG_2021_Human	Cysteine and methionine metabolism	17/50	4.283294e-04	1.520810e-03	0	0	3.054585e+00	2.369020e+01	MPST;AHCYL2;AHCY;GOT1;GSS;GOT2;MRI1;MTR;SDSL;SRM;TST;DNMT3B;SMS;PHGDH;BCAT1;ENOPH1;BCAT2
KEGG_2021_Human	Hepatocellular carcinoma	41/168	4.339633e-04	1.523693e-03	0	0	1.919707e+00	1.486343e+01	SMARCD1;SMARCB1;SHC1;TCF7;LEF1;MGST2;PIK3CD;PIK3CB;ACTB;LRP6;FRAT1;FRAT2;AKT2;AKT3;DVL2;AKT1;HMOX1;E2F2;PLCG1;BAK1;HRAS;MAPK3;GSTM4;SMARCE1;TCF7L2;MAP2K1;SMAD4;PBRM1;FZD5;PRKCB;GSTO1;BAD;CSNK1A1;ARID1B;MTOR;SMARCA4;DDB2;GRB2;SOS1;SOS2;BCL2L1
KEGG_2021_Human	Estrogen signaling pathway	35/137	4.495031e-04	1.560912e-03	0	0	2.039154e+00	1.571651e+01	ATF2;HSP90AB1;SHC1;ITPR1;ITPR2;PIK3CD;ADCY3;ITPR3;PIK3CB;ADCY6;GNAI2;AKT2;AKT3;CREB3L2;AKT1;PRKACA;PRKACB;CTSD;HRAS;MAPK3;NCOA1;HSPA8;NCOA2;MAP2K1;HSP90AA1;GABBR1;MMP2;MMP9;CREB3;KRT18;CALM3;GRB2;SOS1;SOS2;HSPA1B
KEGG_2021_Human	Amoebiasis	28/102	4.723149e-04	1.622299e-03	0	0	2.246787e+00	1.720559e+01	SERPINB10;RAB5C;ITGAM;ITGB2;PIK3CD;CXCL1;CD1D;LAMC1;PIK3CB;GNA15;CASP3;CD14;PRKACA;PRKACB;IL1R1;PRKCB;ARG1;LAMB2;ACTN1;FN1;SERPINB9;ACTN4;PTK2;SERPINB6;COL4A5;RAB5A;VCL;RAB7A
KEGG_2021_Human	Cell adhesion molecules	37/148	4.935528e-04	1.659178e-03	0	0	1.981229e+00	1.508484e+01	ITGB1;ITGAM;ITGB2;LRRC4;PTPRM;F11R;ITGAL;PVR;GLG1;SPN;ALCAM;ITGAV;NCAM1;CD58;CD34;NEO1;CD99;MPZL1;CD276;HLA-DPA1;JAM3;HLA-DRB5;NEGR1;HLA-B;HLA-C;HLA-F;HLA-E;OCLN;VCAN;SELL;CD6;CD8A;CD28;HLA-DPB1;HLA-DRA;SIGLEC1;HLA-DRB1
KEGG_2021_Human	Phospholipase D signaling pathway	37/148	4.935528e-04	1.659178e-03	0	0	1.981229e+00	1.508484e+01	RALA;DGKD;SHC1;PIK3CD;ADCY3;PIK3CB;PIK3R6;ADCY6;AGPAT4;CYTH2;CYTH4;CXCR1;AKT2;PDGFD;AKT3;GNA12;AKT1;PTK2B;PIP5K1B;PLCG1;RALGDS;HRAS;MAPK3;MAP2K1;FCER1G;SYK;INSR;PLA2G4A;TSC1;DGKZ;DNM1;RHOA;MTOR;LPAR6;GRB2;SOS1;SOS2
KEGG_2021_Human	Alzheimer disease	77/369	5.010375e-04	1.666609e-03	0	0	1.572650e+00	1.195030e+01	APP;CSF1;NDUFA10;ATP2A2;PIK3CD;IRS2;IDE;PIK3CB;PSMD8;FRAT1;TUBB6;FRAT2;AKT2;PSMD2;CASP3;RB1CC1;AKT3;PSMD3;AKT1;HRAS;MAP3K5;MAP2K1;ADAM10;CYBB;NDUFC2;NDUFC1;TRAF2;WIPI1;SDHA;SDHB;TUBA4A;COX6B1;BACE1;ERN1;PSMA3;ADAM17;NDUFS8;NDUFS4;NDUFS3;VDAC1;PIK3C3;PPID;NDUFB9;PSMD11;UQCRB;LRP1;ITPR1;NDUFB2;ITPR2;ITPR3;AMBRA1;HSD17B10;RTN4;LRP6;KLC4;MAPK8;APH1B;PSMB5;KLC2;DVL2;NRBF2;APBB1;NDUFV3;MAP2K7;NDUFV1;MAPK3;SNCA;XBP1;FZD5;NDUFA5;CSNK1A1;BAD;INSR;MTOR;UQCRQ;CALM3;MCU
KEGG_2021_Human	Spinocerebellar ataxia	36/143	5.070974e-04	1.669195e-03	0	0	1.999516e+00	1.516995e+01	PSMD11;ITPR1;ITPR2;ATP2A2;PIK3CD;RORA;ITPR3;PIK3CB;AMBRA1;RBPJ;PSMD8;MAPK8;ATXN1;PSMB5;AKT2;PSMD2;RB1CC1;AKT3;PSMD3;AKT1;NRBF2;MAP3K5;NOP56;XBP1;PRKCB;TRAF2;WIPI1;PUM1;MTOR;ERN1;AFG3L2;PSMA3;TBPL1;VDAC1;PIK3C3;MCU
KEGG_2021_Human	Amyotrophic lateral sclerosis	76/364	5.333229e-04	1.737423e-03	0	0	1.573601e+00	1.185926e+01	NDUFA10;NXT2;ACTB;PSMD8;ACTR1A;TUBB6;ACTR1B;PSMD2;CASP3;RB1CC1;PSMD3;MAP3K5;NUP214;GABARAPL2;ANXA11;NDUFC2;NDUFC1;TRAF2;WIPI1;SDHA;TNFRSF1B;SDHB;TOMM40L;TUBA4A;COX6B1;ERN1;PSMA3;NDUFS8;ALS2;NRG4;NDUFS4;NDUFS3;VDAC1;MATR3;PIK3C3;PFN1;SQSTM1;DCTN5;NDUFB9;VCP;SEH1L;PSMD11;UQCRB;DCTN1;DCTN4;NDUFB2;ITPR3;AMBRA1;GABARAP;HDAC6;KLC4;PSMB5;KLC2;NRBF2;NDUFV3;HNRNPA1;NDUFV1;UBQLN4;MAP2K6;XBP1;NDUFA5;BAD;MAPK14;MAPK12;MTOR;MAPK13;MAPK11;CCS;UQCRQ;TARDBP;HNRNPA1L2;DNAL4;RAB5A;DNAL1;MCU;BCL2L1
KEGG_2021_Human	mTOR signaling pathway	38/154	5.489582e-04	1.770110e-03	0	0	1.947178e+00	1.461842e+01	SEH1L;NPRL2;PIK3CD;PIK3CB;LRP6;RPTOR;AKT2;RPS6KA2;AKT3;SESN2;GRB10;DVL2;MLST8;AKT1;HRAS;EIF4E;ATP6V1C1;MAPK3;ATP6V1G1;MAP2K1;FZD5;PRKCB;STRADA;INSR;STRADB;TSC1;RHOA;MTOR;CLIP1;RRAGC;DDIT4;GRB2;LAMTOR2;SGK1;SOS1;LPIN1;SOS2;TELO2
KEGG_2021_Human	Nucleotide excision repair	16/47	6.169313e-04	1.969195e-03	0	0	3.059677e+00	2.261332e+01	CCNH;CETN2;XPA;XPC;RAD23A;RAD23B;GTF2H5;DDB2;POLE4;POLD4;CDK7;ERCC3;ERCC4;ERCC1;POLD2;ERCC2
KEGG_2021_Human	Non-alcoholic fatty liver disease	38/155	6.274406e-04	1.982712e-03	0	0	1.930422e+00	1.423466e+01	CEBPA;NDUFB9;UQCRB;NDUFA10;NDUFB2;PIK3CD;IRS2;PIK3CB;ADIPOR1;SOCS3;MAPK8;AKT2;CASP3;AKT3;LEPR;AKT1;NDUFV3;NDUFV1;MAP3K5;XBP1;NDUFA5;INSR;NDUFC2;NR1H3;NDUFC1;TRAF2;SDHA;MAPK14;SDHB;MAPK12;COX6B1;MAPK13;ERN1;MAPK11;NDUFS8;UQCRQ;NDUFS4;NDUFS3
KEGG_2021_Human	Staphylococcus aureus infection	26/95	7.768504e-04	2.430542e-03	0	0	2.236580e+00	1.601450e+01	C1QB;CFD;ITGAM;CFH;ITGB2;C5AR1;PTAFR;FPR1;FPR2;ITGAL;FCAR;FCGR3A;FCGR3B;DEFA1B;CAMP;HLA-DPA1;HLA-DRB5;DEFA4;DEFA3;DEFA1;FCGR2A;KRT18;HLA-DPB1;HLA-DRA;HLA-DRB1;C1QC
KEGG_2021_Human	RNA polymerase	12/31	7.980340e-04	2.438142e-03	0	0	3.741514e+00	2.668956e+01	POLR3A;POLR2A;POLR3B;POLR1A;POLR1B;POLR3D;POLR1C;POLR3E;POLR1D;POLR2H;POLR2I;POLR2K
KEGG_2021_Human	Neutrophil extracellular trap formation	44/189	8.004225e-04	2.438142e-03	0	0	1.804411e+00	1.286612e+01	HDAC4;ITGAM;SIGLEC9;NCF1;NCF2;AQP9;C5AR1;ITGB2;FPR1;PIK3CD;FPR2;PIK3CB;ITGAL;HDAC8;HDAC9;ACTB;HDAC6;FCGR3A;FCGR3B;CLEC7A;AKT2;AKT3;RAC2;AKT1;PLCG1;CAMP;MAPK3;MAP2K1;CR1;SYK;VWF;PRKCB;CYBB;CYBA;MAPK14;MAPK12;MTOR;MAPK13;MAPK11;CLCN5;FCGR2A;TLR8;VDAC1;PADI4
KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism	16/48	8.024265e-04	2.438142e-03	0	0	2.963889e+00	2.112622e+01	GPI;PMM1;HEXB;NPL;RENBP;HK3;NANP;CYB5R4;UGP2;GNPDA1;GMDS;UAP1L1;PGM3;GNPNAT1;CYB5RL;NANS
KEGG_2021_Human	Prion disease	59/273	8.896379e-04	2.677387e-03	0	0	1.641378e+00	1.153018e+01	ATF2;NCF1;NCF2;NDUFA10;PIK3CD;LAMC1;PIK3CB;PSMD8;TUBB6;PSMD2;CASP3;CREB3L2;PSMD3;RAC2;PRKACA;PRKACB;CYBB;NDUFC2;CYBA;NDUFC1;SDHA;SDHB;TUBA4A;COX6B1;CREB3;PSMA3;NDUFS8;NDUFS4;NDUFS3;VDAC1;C1QB;NDUFB9;PSMD11;UQCRB;ITPR1;NDUFB2;ITPR2;ITPR3;KLC4;MAPK8;PSMB5;KLC2;CCL5;NCAM1;NDUFV3;NDUFV1;MAPK3;HSPA8;PRNP;NDUFA5;BAD;MAPK14;MAPK12;MAPK13;MAPK11;UQCRQ;HSPA1B;MCU;C1QC
KEGG_2021_Human	Parathyroid hormone synthesis, secretion and action	28/106	9.165865e-04	2.732465e-03	0	0	2.131066e+00	1.490650e+01	ATF2;ITPR1;ITPR2;ADCY3;ITPR3;GATA3;ARRB2;ADCY6;GNAI2;LRP6;RXRB;MMP25;CREB3L2;GNA12;PDE4B;PDE4A;PRKACA;PRKACB;MAPK3;MEF2A;MAP2K1;PRKCB;VDR;RHOA;CREB3;MAFB;MMP17;FGFR1
KEGG_2021_Human	Apelin signaling pathway	34/137	9.369243e-04	2.766991e-03	0	0	1.960860e+00	1.367289e+01	HDAC4;PDE3B;ITPR1;ITPR2;ADCY3;ITPR3;GABARAP;PIK3R6;ADCY6;GNAI2;GNG2;GNG5;AKT2;GNG7;AKT3;AKT1;PRKACA;PRKACB;HRAS;MAPK3;MEF2A;GABARAPL2;MAP2K1;SMAD4;JAG1;PRKCE;KLF2;MTOR;ACTA2;GNB2;CAMK4;GNB1;CALM3;PIK3C3
KEGG_2021_Human	Endometrial cancer	18/58	1.011448e-03	2.952568e-03	0	0	2.668103e+00	1.840023e+01	TCF7L2;MAP2K1;BAD;LEF1;TCF7;PIK3CD;PIK3CB;DDB2;AKT2;AKT3;CTNNA1;AKT1;GRB2;BAK1;SOS1;HRAS;SOS2;MAPK3
KEGG_2021_Human	Steroid biosynthesis	9/20	1.018449e-03	2.952568e-03	0	0	4.844192e+00	3.337394e+01	EBP;NSDHL;CYP2R1;SC5D;DHCR24;MSMO1;LSS;TM7SF2;FDFT1
KEGG_2021_Human	Signaling pathways regulating pluripotency of stem cells	35/143	1.037019e-03	2.979072e-03	0	0	1.925188e+00	1.322875e+01	TCF7;PIK3CD;PIK3CB;ACVR1B;AKT2;AKT3;DVL2;AKT1;SMARCAD1;JAK2;SKIL;HRAS;JAK3;JAK1;MAPK3;ACVR1;SMAD1;MAP2K1;SMAD4;FZD5;PCGF5;INHBA;KLF4;MAPK14;SMAD5;MAPK12;MAPK13;MAPK11;MEIS1;KAT6A;ID2;ID1;GRB2;IL6ST;FGFR1
KEGG_2021_Human	Diabetic cardiomyopathy	46/203	1.131949e-03	3.222486e-03	0	0	1.742233e+00	1.181898e+01	NDUFB9;CAMK2D;NCF1;UQCRB;NCF2;NDUFA10;NDUFB2;ATP2A2;PIK3CD;PIK3CB;PRKCZ;MAPK8;AKT2;AKT3;PDK4;RAC2;AKT1;NDUFV3;CTSD;NDUFV1;PDK2;PARP1;NDUFA5;PRKCB;INSR;MMP2;GSR;CYBB;NDUFC2;CYBA;NDUFC1;SDHA;MAPK14;SDHB;MMP9;MAPK12;MTOR;COX6B1;MAPK13;MAPK11;NDUFS8;TBC1D4;UQCRQ;NDUFS4;NDUFS3;VDAC1
KEGG_2021_Human	Antigen processing and presentation	22/78	1.242865e-03	3.506655e-03	0	0	2.330351e+00	1.559083e+01	HSPA8;HSP90AA1;HLA-DRB5;HSP90AB1;HSPA4;NFYB;HLA-B;HLA-C;TAP1;IFI30;HLA-F;CTSS;HLA-E;CTSL;CD8A;RFXAP;HLA-DPB1;HLA-DRA;B2M;HLA-DRB1;HSPA1B;HLA-DPA1
KEGG_2021_Human	Choline metabolism in cancer	26/98	1.279930e-03	3.547876e-03	0	0	2.143012e+00	1.427450e+01	SLC22A4;DGKD;SLC44A2;PIK3CD;PIK3CB;HIF1A;MAPK8;AKT2;PDGFD;AKT3;RAC2;AKT1;PIP5K1B;PLCG1;RALGDS;HRAS;MAPK3;MAP2K1;PRKCB;PLA2G4A;TSC1;DGKZ;MTOR;GRB2;SOS1;SOS2
KEGG_2021_Human	Inflammatory mediator regulation of TRP channels	26/98	1.279930e-03	3.547876e-03	0	0	2.143012e+00	1.427450e+01	PTGER4;CAMK2D;PTGER2;ITPR1;ITPR2;PIK3CD;ADCY3;ITPR3;IL1RAP;PIK3CB;PLA2G6;ADCY6;MAPK8;PLCG1;PRKACA;PRKACB;MAP2K6;IL1R1;PRKCB;PRKCE;PLA2G4A;MAPK14;MAPK12;MAPK13;MAPK11;CALM3
KEGG_2021_Human	Purine metabolism	32/129	1.312126e-03	3.605495e-03	0	0	1.958993e+00	1.300009e+01	PDE3B;AK2;ADK;AK3;ADCY3;AK5;NUDT5;PFAS;ADCY6;PAPSS2;NT5C;NT5E;ATIC;PPAT;PDE4B;PDE4A;NT5M;ENTPD1;RRM2;PDE6G;ENTPD5;ENTPD6;NME3;AMPD3;APRT;NME1;NUDT9;PKM;NME7;ADPRM;ADA;ITPA
KEGG_2021_Human	Renal cell carcinoma	20/69	1.410419e-03	3.842175e-03	0	0	2.420454e+00	1.588754e+01	EGLN1;MAP2K1;BAD;PRCC;PIK3CD;PIK3CB;ETS1;HIF1A;PAK1;RAP1A;AKT2;AKT3;RAPGEF1;AKT1;GRB2;SOS1;HRAS;SOS2;MAPK3;PAK4
KEGG_2021_Human	RNA degradation	22/79	1.490821e-03	4.026491e-03	0	0	2.289333e+00	1.489996e+01	HSPA9;PABPC4;DIS3L;PARN;CNOT10;ENO2;ENO3;PATL1;EDC3;EXOSC7;CNOT4;EXOSC6;LSM7;EXOSC10;LSM6;XRN2;CNOT3;PABPC1L;EXOSC3;EXOSC2;PFKP;DCP1B
KEGG_2021_Human	IL-17 signaling pathway	25/94	1.512981e-03	4.028645e-03	0	0	2.149809e+00	1.396016e+01	CEBPB;HSP90AB1;TRAF3IP2;CXCL1;MAPK8;MAPK7;CASP3;MAPK3;HSP90AA1;TRAF2;IL17RE;MAPK14;IL17RC;MMP9;MAPK12;IL17RA;MAPK13;MAPK11;TRAF4;TRAF5;LCN2;ANAPC5;TAB2;S100A9;S100A8
KEGG_2021_Human	Base excision repair	12/33	1.517116e-03	4.028645e-03	0	0	3.384783e+00	2.197044e+01	POLE4;POLD4;PARP3;NEIL2;PARP1;MPG;NTHL1;PARP2;POLD2;XRCC1;LIG3;MUTYH
KEGG_2021_Human	Viral myocarditis	18/60	1.561568e-03	4.112129e-03	0	0	2.540753e+00	1.641851e+01	HLA-DRB5;ITGB2;HLA-B;HLA-C;ITGAL;HLA-F;ACTB;HLA-E;CASP3;RAC2;ABL1;CD28;HLA-DPB1;ABL2;HLA-DRA;CD55;HLA-DRB1;HLA-DPA1
KEGG_2021_Human	Primary immunodeficiency	13/38	1.861068e-03	4.860309e-03	0	0	3.080499e+00	1.936588e+01	DCLRE1C;TAP1;CD3E;CD3D;CD79A;ZAP70;CD8A;LCK;RFXAP;ORAI1;IL7R;JAK3;ADA
KEGG_2021_Human	Dopaminergic synapse	32/132	1.959119e-03	5.074439e-03	0	0	1.899888e+00	1.184630e+01	ATF2;CAMK2D;ITPR1;ITPR2;ITPR3;ARRB2;GNAI2;MAPK8;GNG2;GNG5;PPP2R5E;PPP2R3C;AKT2;GNG7;AKT3;CREB3L2;AKT1;PRKACA;PRKACB;SLC18A2;PRKCB;PPP2R5A;PPP2R5D;PPP2R5C;MAPK14;MAPK12;MAPK13;CREB3;MAPK11;GNB2;GNB1;CALM3
KEGG_2021_Human	Propanoate metabolism	12/34	2.039365e-03	5.239345e-03	0	0	3.230740e+00	2.001481e+01	ACSS2;ECHS1;PCCA;DBT;SUCLG2;MLYCD;ACOX3;ACADS;ACACA;ACAT2;HIBCH;ACAT1
KEGG_2021_Human	Chronic myeloid leukemia	21/76	2.098278e-03	5.347224e-03	0	0	2.264215e+00	1.396260e+01	STAT5B;MAP2K1;SMAD4;SHC1;BAD;PIK3CD;PIK3CB;DDB2;RUNX1;AKT2;AKT3;ABL1;AKT1;E2F2;GRB2;BAK1;SOS1;HRAS;SOS2;MAPK3;BCL2L1
KEGG_2021_Human	Cholinergic synapse	28/113	2.584333e-03	6.533195e-03	0	0	1.954762e+00	1.164704e+01	CAMK2D;ITPR1;ITPR2;PIK3CD;ADCY3;ITPR3;PIK3CB;PIK3R6;ADCY6;GNAI2;GNG2;GNG5;AKT2;GNG7;AKT3;CREB3L2;AKT1;PRKACA;JAK2;PRKACB;HRAS;MAPK3;MAP2K1;PRKCB;CREB3;GNB2;CAMK4;GNB1
KEGG_2021_Human	Insulin resistance	27/108	2.666151e-03	6.686537e-03	0	0	1.977809e+00	1.172271e+01	PYGB;SLC27A1;PIK3CD;IRS2;PIK3CB;PYGL;PRKCZ;FOXO1;SOCS3;MAPK8;AKT2;RPS6KA2;AKT3;CREB3L2;AKT1;CPT1A;PRKCB;PRKCE;INSR;NR1H3;MTOR;CREB3;G6PC3;TBC1D4;PPP1R3E;OGT;SLC27A4
KEGG_2021_Human	Nicotinate and nicotinamide metabolism	12/35	2.699872e-03	6.717791e-03	0	0	3.090092e+00	1.827651e+01	NT5C;BST1;NT5E;NMNAT1;NMRK1;QPRT;NAMPT;CD38;SIRT5;NT5M;NADK;SIRT3
KEGG_2021_Human	JAK-STAT signaling pathway	37/162	2.829778e-03	6.986015e-03	0	0	1.757882e+00	1.031447e+01	CSF3R;PIK3CD;PIK3CB;SOCS2;SOCS3;AKT2;AKT3;LEPR;PIM1;STAT4;AKT1;JAK2;IL12RB1;SOCS7;HRAS;JAK3;SOCS4;SOCS5;JAK1;IL12RB2;PIAS3;STAT5B;CISH;IFNGR2;IL10RA;EPOR;MTOR;IL2RA;IL3RA;IL2RB;GRB2;IL6ST;IL7R;SOS1;STAM2;SOS2;BCL2L1
KEGG_2021_Human	Mannose type O-glycan biosynthesis	9/23	3.292575e-03	8.065534e-03	0	0	3.805483e+00	2.175246e+01	B3GALNT2;B4GALT2;POMT2;FKRP;POMT1;POMGNT1;FUT4;FKTN;ST3GAL3
KEGG_2021_Human	Huntington disease	62/306	3.422749e-03	8.319913e-03	0	0	1.511679e+00	8.582272e+00	HIP1;NDUFA10;AP2A1;PSMD8;ACTR1A;TUBB6;ACTR1B;PSMD2;CASP3;RB1CC1;CREB3L2;PSMD3;IFT57;MAP3K5;NDUFC2;NDUFC1;TRAF2;WIPI1;SDHA;SDHB;TUBA4A;COX6B1;ERN1;CREB3;PSMA3;NDUFS8;NDUFS4;NDUFS3;TBPL1;VDAC1;PIK3C3;DCTN5;NDUFB9;PSMD11;UQCRB;DCTN1;DCTN4;ITPR1;NDUFB2;AMBRA1;KLC4;MAPK8;PSMB5;KLC2;POLR2A;NRBF2;NDUFV3;POLR2H;MAP2K7;POLR2I;NDUFV1;POLR2K;NDUFA5;AP2B1;SOD2;MTOR;DLG4;UQCRQ;MAP3K10;DNAL4;RCOR1;DNAL1
KEGG_2021_Human	Glycosphingolipid biosynthesis	14/45	3.466411e-03	8.361724e-03	0	0	2.675360e+00	1.515494e+01	B4GALT2;HEXB;SLC33A1;FUT4;GBGT1;FUT7;GCNT2;ST3GAL4;ST3GAL5;ST3GAL1;GLA;ST6GALNAC4;ST3GAL3;ST6GALNAC6
KEGG_2021_Human	N-Glycan biosynthesis	15/50	3.727690e-03	8.923864e-03	0	0	2.539148e+00	1.419883e+01	B4GALT2;ALG8;ALG6;SRD5A3;ALG2;ALG13;ALG12;ALG11;ALG10;MAN1A2;DOLPP1;MGAT4A;MGAT4B;MAN1A1;MAN1B1
KEGG_2021_Human	Regulation of lipolysis in adipocytes	16/55	3.917422e-03	9.307559e-03	0	0	2.430912e+00	1.347289e+01	INSR;PDE3B;PIK3CD;ADCY3;IRS2;ADRB1;PIK3CB;ABHD5;ADRB2;ADCY6;GNAI2;AKT2;AKT3;AKT1;PRKACA;PRKACB
KEGG_2021_Human	Complement and coagulation cascades	22/85	4.041031e-03	9.529595e-03	0	0	2.070573e+00	1.141145e+01	C1QB;CFD;ITGAM;SERPINA1;CR1;SERPINB2;VWF;CFH;ITGB2;C5AR1;TFPI;CLU;F5;THBD;PLAU;ITGAX;SERPING1;CD59;VSIG4;CD46;CD55;C1QC
KEGG_2021_Human	Central carbon metabolism in cancer	19/70	4.148554e-03	9.710689e-03	0	0	2.208230e+00	1.211213e+01	MAP2K1;FLT3;PGAM1;IDH1;PIK3CD;PIK3CB;HIF1A;MTOR;GLS;SIRT3;HK3;PKM;AKT2;AKT3;AKT1;HRAS;PFKP;MAPK3;FGFR1
KEGG_2021_Human	Type II diabetes mellitus	14/46	4.330386e-03	1.006178e-02	0	0	2.591603e+00	1.410376e+01	INSR;PRKCE;PIK3CD;IRS2;PIK3CB;PRKCZ;MTOR;SOCS2;HK3;SOCS3;MAPK8;PKM;SOCS4;MAPK3
KEGG_2021_Human	Thyroid cancer	12/37	4.539239e-03	1.047007e-02	0	0	2.842552e+00	1.533556e+01	RXRB;TCF7L2;MAP2K1;TFG;TPM3;LEF1;TCF7;CCDC6;BAK1;HRAS;MAPK3;DDB2
KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	34/150	4.633430e-03	1.060988e-02	0	0	1.739777e+00	9.350358e+00	ATF2;KCNE1;CAMK2D;ATP2A2;ADCY3;ADRB1;ADRB2;ATP1A1;PIK3R6;ADCY6;GNAI2;PPP2R5E;PPP2R3C;AKT2;AKT3;CREB3L2;AKT1;PRKACA;PRKACB;MAPK3;TPM3;TPM2;PPP2R5A;PPP2R5D;CACNA2D4;PPP2R5C;ATP1B1;MAPK14;MAPK12;MAPK13;CREB3;MAPK11;CACNB3;CALM3
KEGG_2021_Human	Pancreatic cancer	20/76	4.870636e-03	1.107281e-02	0	0	2.117028e+00	1.127218e+01	MAP2K1;RALBP1;RALA;SMAD4;BAD;PIK3CD;PIK3CB;MTOR;DDB2;MAPK8;AKT2;AKT3;RAC2;AKT1;E2F2;BAK1;RALGDS;JAK1;MAPK3;BCL2L1
KEGG_2021_Human	Ubiquitin mediated proteolysis	32/140	5.162335e-03	1.165213e-02	0	0	1.758328e+00	9.260000e+00	CUL7;UBE2D4;NEDD4L;KLHL13;UBE2Z;PRPF19;RHOBTB1;CDC20;SOCS3;FBXO4;SKP1;PIAS3;PPIL2;ANAPC7;FBXW8;FBXW7;FANCL;UBE2C;HUWE1;UBE2E2;WWP2;DDB2;KLHL9;CDC16;UBA3;ANAPC4;UBE2O;ANAPC5;TRIM37;UBA52;ANAPC1;ANAPC2
KEGG_2021_Human	Pathogenic Escherichia coli infection	42/197	5.804546e-03	1.300877e-02	0	0	1.609191e+00	8.285910e+00	ITGB1;CYFIP1;ARPC1B;ACTB;CYTH2;PAK1;TUBB6;MAPK8;CYTH4;CASP3;GNA12;ABL1;BAK1;MAPK3;ACTR3;ARHGEF12;IL1R1;MYO5A;ARPC4;TRAF2;ARPC5;BAIAP2;MAPK14;RHOA;TUBA4A;MAPK12;MAPK13;MYO1D;MAPK11;OCLN;MYO1B;FCGR2A;ARPC2;ARPC3;MYO5C;HCLS1;MYH9;TAB2;EZR;NAIP;MYD88;MYO1F
KEGG_2021_Human	HIF-1 signaling pathway	26/109	6.169393e-03	1.372907e-02	0	0	1.857798e+00	9.452763e+00	CAMK2D;PFKFB3;PIK3CD;PIK3CB;ENO2;ENO3;HIF1A;HK3;AKT2;MKNK1;AKT3;MKNK2;PGK1;AKT1;HMOX1;PLCG1;EIF4E;MAPK3;EGLN1;MAP2K1;PRKCB;INSR;IFNGR2;CYBB;MTOR;PFKP
KEGG_2021_Human	Fatty acid degradation	13/43	6.250342e-03	1.381194e-02	0	0	2.566331e+00	1.302444e+01	GCDH;ACADVL;CPT1A;ECHS1;ACSL1;ECI1;ACAT2;ADH5;ACAT1;ALDH3A2;ALDH1B1;ACOX3;ACADS
KEGG_2021_Human	Gap junction	22/88	6.297429e-03	1.381936e-02	0	0	1.976108e+00	1.001415e+01	MAP2K1;PRKCB;ITPR1;ADCY3;ITPR2;ADRB1;ITPR3;TUBA4A;ADCY6;GNAI2;TUBB6;MAPK7;PDGFD;CDK1;GRB2;PRKACA;SOS1;HRAS;PRKACB;SOS2;MAP2K5;MAPK3
KEGG_2021_Human	Mitophagy	18/68	6.874562e-03	1.496852e-02	0	0	2.133231e+00	1.062334e+01	GABARAPL2;CITED2;BNIP3;ATG9A;AMBRA1;HIF1A;GABARAP;MAPK8;RHOT2;FUNDC1;MFN2;TBC1D17;HRAS;SQSTM1;UBA52;TBC1D15;RAB7A;BCL2L1
KEGG_2021_Human	Lysine degradation	17/63	6.915833e-03	1.496852e-02	0	0	2.189664e+00	1.089126e+01	GCDH;SETD2;ECHS1;PHYKPL;EHMT2;EHMT1;SETMAR;PRDM2;ACAT2;ACAT1;ALDH3A2;TMLHE;ALDH1B1;PRDM16;SMYD2;SMYD3;COLGALT1
