Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
WikiPathways_2019_Human	DNA IR-Double Strand Breaks (DSBs) and cellular response via ATM WP3959	15/55	9.757912e-03	3.276911e-02	0	0	2.221104e+00	1.028299e+01	ATF2;DCLRE1C;PARP1;RNF8;TERF2;LATS1;RAD52;RAD50;CASP3;ABL1;NABP2;BAK1;TP53BP1;MCPH1;ATR
WikiPathways_2019_Human	Eicosanoid Synthesis WP167	9/27	1.099477e-02	3.637976e-02	0	0	2.959127e+00	1.334666e+01	PTGES2;PNPLA8;ALOX5AP;TBXAS1;PLA2G4A;LTA4H;PLA2G6;GGT1;PTGDS
WikiPathways_2019_Human	Follicle Stimulating Hormone (FSH) signaling pathway WP2035	9/27	1.099477e-02	3.637976e-02	0	0	2.959127e+00	1.334666e+01	GRK6;AKT1;PRKACA;MAPK14;SGK1;AREG;FOXO1;MTOR;MAPK3
WikiPathways_2019_Human	Nuclear Receptors Meta-Pathway WP2882	61/319	1.297716e-02	4.262570e-02	0	0	1.404927e+00	6.103798e+00	CDKN1C;SLC27A1;SERPINA1;HSP90AB1;IRS2;SLC2A3;GCC1;THBD;RGS2;SLC39A9;ENC1;PDK4;SLC39A6;PDE4B;CYP1B1;SLC39A8;GGT1;JUNB;NCOA1;SRGN;NCOA2;CPT1A;HSP90AA1;SERPINB2;SLC2A11;SLC39A11;SLC39A10;SLC39A13;SERPINB9;SLC39A14;SLC5A6;TGFBR3;KAT2B;CDC42EP3;BLVRB;MFGE8;SQSTM1;PPARD;FTL;SLC26A2;ABCB1;MGST2;FOXO1;FGD4;HMOX1;STOM;PLTP;SLC19A2;GSTM4;VDR;PTGES3;GSR;NR1H3;PRDX6;GPAM;FASN;ALOX5AP;CDK1;S100P;SPRY1;CPEB4
WikiPathways_2019_Human	Fibrin Complement Receptor 3 Signaling Pathway WP4136	11/37	1.309243e-02	4.269270e-02	0	0	2.504439e+00	1.085855e+01	ITGAM;TYROBP;SYK;IRF3;IRAK2;RASSF5;ITGB2;AKT1;CD14;RHOA;MYD88
WikiPathways_2019_Human	Alzheimers Disease WP2059	20/83	1.346945e-02	4.360612e-02	0	0	1.881030e+00	8.102218e+00	APP;LRP1;CHPF2;BAD;ITPR1;ATP2A2;ADAM10;ITPR2;ITPR3;IDE;HSD17B10;ERN1;BACE1;ADAM17;CASP3;CHP1;CALM3;APBB1;SNCA;MAPK3
WikiPathways_2019_Human	Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation WP314	12/42	1.357682e-02	4.363979e-02	0	0	2.368100e+00	1.018139e+01	PAK1;MAPK8;DFFA;PARP1;CASP6;CASP10;CASP3;LMNA;ARHGDIB;MAPKAPK2;LMNB2;ACTB
WikiPathways_2019_Human	NAD metabolism, sirtuins and aging WP3630	5/11	1.368433e-02	4.367341e-02	0	0	4.928514e+00	2.115073e+01	PARP1;NAMPT;HIF1A;FOXO1;SIRT3
WikiPathways_2019_Human	Allograft Rejection WP2328	21/89	1.461455e-02	4.631372e-02	0	0	1.829954e+00	7.732905e+00	C1QB;HLA-DRB5;ABCB1;LRRK2;HLA-B;HLA-C;GZMB;HLA-F;PRKCZ;HLA-E;CXCL12;CASP3;IL2RA;CD28;HLA-DPB1;HLA-DRA;VIM;CD55;HLA-DRB1;HLA-DPA1;C1QC
WikiPathways_2019_Human	Fluoropyrimidine Activity WP1601	10/33	1.536348e-02	4.767976e-02	0	0	2.573292e+00	1.074546e+01	CDA;UCK2;RRM2;UCK1;PPAT;FPGS;ERCC2;MTHFR;UMPS;SLC29A1
WikiPathways_2019_Human	Signal transduction through IL1R WP4496	10/33	1.536348e-02	4.767976e-02	0	0	2.573292e+00	1.074546e+01	IL1RN;MAPK8;IRAK2;IL1R1;TOLLIP;IL1RAP;ECSIT;MAPK14;MYD88;MAP2K6
WikiPathways_2019_Human	miRNA regulation of prostate cancer signaling pathways WP3981	10/33	1.536348e-02	4.767976e-02	0	0	2.573292e+00	1.074546e+01	MAP2K1;BAD;TCF7;AKT3;PLCL2;NFATC2IP;GRB2;SOS1;FOXO1;MTOR
WikiPathways_2019_Human	Angiogenesis WP1539	8/24	1.620187e-02	4.993726e-02	0	0	2.958449e+00	1.219659e+01	SMAD1;AKT1;TIMP3;PLCG1;MAPK14;MMP9;HIF1A;PTK2
WikiPathways_2019_Human	Spinal Cord Injury WP2431	26/118	1.734888e-02	5.310881e-02	0	0	1.675170e+00	6.791522e+00	RTN4R;C1QB;CXCL1;PLA2G6;NTN1;RTN4;LGALS3;ZFP36;CASP3;CCR2;MAPK3;IL1R1;ARG1;TNFSF13;LILRB2;LILRB3;MMP9;RHOA;RHOB;NR4A1;VCAN;FCGR2A;CCNG1;CDK1;CD47;VIM
WikiPathways_2019_Human	Sterol Regulatory Element-Binding Proteins (SREBP) signalling WP1982	17/69	1.746828e-02	5.311302e-02	0	0	1.936329e+00	7.837039e+00	SCARB1;SEC23A;LSS;SREBF2;ACACA;MTOR;ACLY;GPAM;FASN;AKT1;SCAP;PRKACA;LPIN1;CAMP;SEC31B;FDFT1;SEC31A
WikiPathways_2019_Human	Cannabinoid receptor signaling WP3869	9/29	1.796080e-02	5.424404e-02	0	0	2.662903e+00	1.070371e+01	MAPK11;MAPK8;PRKAR1B;PRKACA;MAPK14;PRKACB;MAPK12;MAPK3;MAPK13
WikiPathways_2019_Human	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling WP732	7/20	1.823955e-02	5.471865e-02	0	0	3.185478e+00	1.275517e+01	ELK4;MAP2K1;MAPKAPK2;ITPR1;RASGRP1;HRAS;MAPK3
WikiPathways_2019_Human	Adipogenesis WP236	28/130	1.870332e-02	5.548665e-02	0	0	1.627342e+00	6.475281e+00	CFD;CEBPA;CEBPB;CEBPD;IRS2;RORA;GATA3;RETN;GATA2;HIF1A;FOXO1;SOCS3;NAMPT;LMNA;MEF2A;NCOA1;STAT5B;NCOA2;GTF3A;NR1H3;RBL2;KLF7;BMP1;RBL1;PLIN2;IL6ST;LPIN1;PPARD
WikiPathways_2019_Human	Insulin signalling in human adipocytes (diabetic condition) WP3635	4/8	1.886546e-02	5.548665e-02	0	0	5.912863e+00	2.347656e+01	TBC1D4;INSR;AKT2;MTOR
WikiPathways_2019_Human	Insulin signalling in human adipocytes (normal condition) WP3634	4/8	1.886546e-02	5.548665e-02	0	0	5.912863e+00	2.347656e+01	TBC1D4;INSR;AKT2;MTOR
WikiPathways_2019_Human	Interleukin-11 Signaling Pathway WP2332	12/44	1.967312e-02	5.723657e-02	0	0	2.219834e+00	8.720621e+00	SOCS3;PIAS3;MAP2K1;YES1;AKT1;BIRC5;GRB2;JAK2;IL6ST;HRAS;MAPK3;JAK1
WikiPathways_2019_Human	Deregulation of Rab and Rab Effector Genes in Bladder Cancer WP2291	6/16	1.996920e-02	5.723657e-02	0	0	3.548927e+00	1.388895e+01	MADD;SYTL1;RAB27A;GCC2;SYTL4;SYTL2
WikiPathways_2019_Human	ID signaling pathway WP53	6/16	1.996920e-02	5.723657e-02	0	0	3.548927e+00	1.388895e+01	ELK4;RBL2;RBL1;ID2;ID1;PAX5
WikiPathways_2019_Human	TCA Cycle and Deficiency of Pyruvate Dehydrogenase complex (PDHc) WP2453	6/16	1.996920e-02	5.723657e-02	0	0	3.548927e+00	1.388895e+01	CS;ACLY;IDH1;SUCLG2;ACO1;SDHA
WikiPathways_2019_Human	IL-10 Anti-inflammatory Signaling Pathway  WP4495	5/12	2.070256e-02	5.896299e-02	0	0	4.224193e+00	1.637930e+01	IL10RA;HMOX1;BLVRB;BLVRA;JAK1
WikiPathways_2019_Human	Toll-like Receptor Signaling Pathway WP75	23/103	2.083693e-02	5.897244e-02	0	0	1.703585e+00	6.594626e+00	MAP2K1;PIK3CD;PIK3CB;MAPK14;MAPK12;MAPK13;TLR1;MAPK11;MAPK8;IRF3;AKT2;TOLLIP;CCL5;AKT3;AKT1;TLR8;MAP3K8;TAB2;CD14;MAP2K7;MYD88;MAP2K6;MAPK3
WikiPathways_2019_Human	PI3K-AKT-mTOR signaling pathway and therapeutic opportunities WP3844	9/30	2.244539e-02	6.312765e-02	0	0	2.535949e+00	9.628163e+00	RPTOR;BAD;RB1CC1;GRB10;AKT1;PIK3CB;HRAS;FOXO1;MTOR
WikiPathways_2019_Human	Glycolysis and Gluconeogenesis WP534	12/45	2.339188e-02	6.532285e-02	0	0	2.152440e+00	8.083200e+00	GPI;HK3;PKM;GOT1;PGAM1;GOT2;PGK1;SLC2A3;ENO2;ENO3;FBP1;PFKP
WikiPathways_2019_Human	IL-5 Signaling Pathway WP127	11/40	2.351623e-02	6.532285e-02	0	0	2.244965e+00	8.418764e+00	LYN;STAT5B;MAP2K1;SYK;SHC1;AKT1;GRB2;JAK2;SOS1;MAPK3;JAK1
WikiPathways_2019_Human	Association Between Physico-Chemical Features and Toxicity Associated Pathways WP3680	16/66	2.398651e-02	6.621429e-02	0	0	1.894889e+00	7.068435e+00	ACTR3;MAP2K1;FZD5;SHC1;FN1;RHOA;PTK2;PAK1;MAPK8;TMSB4X;AKT1;GRB2;PLCG1;CAMK1;PFN1;SOS1
WikiPathways_2019_Human	Sulindac Metabolic Pathway WP2542	3/5	2.413143e-02	6.621429e-02	0	0	8.867266e+00	3.302383e+01	MSRA;MSRB3;CYP1B1
WikiPathways_2019_Human	Notch Signaling Pathway WP61	15/61	2.503363e-02	6.789666e-02	0	0	1.930715e+00	7.119581e+00	NOTCH2;NUMBL;JAG1;MAML2;FBXW7;GATA3;RBPJ;HIF1A;ADAM17;APH1B;LCK;NUMB;AKT1;JAK2;SKP1
WikiPathways_2019_Human	ESC Pluripotency Pathways WP3931	25/116	2.504632e-02	6.789666e-02	0	0	1.627970e+00	6.002370e+00	PIK3CD;LRP6;MAPK7;AKT2;AKT3;DVL2;AKT1;HRAS;MAP2K5;MAP2K6;JAK1;ACVR1;SMAD1;MAP2K1;SMAD4;FZD5;NOG;SMAD5;MAPK12;MTOR;SMAD7;GRB2;IL6ST;SOS1;FGFR1
WikiPathways_2019_Human	Mitochondrial complex I assembly model OXPHOS system WP4324	14/56	2.601733e-02	7.010657e-02	0	0	1.973398e+00	7.200915e+00	NDUFB9;NDUFA5;NDUFA10;NDUFB2;NDUFC2;NDUFC1;ECSIT;FOXRED1;NDUFAF6;NDUFS4;NDUFS3;NDUFAF3;NDUFV3;NDUFV1
WikiPathways_2019_Human	Mitochondrial LC-Fatty Acid Beta-Oxidation WP368	6/17	2.716274e-02	7.275733e-02	0	0	3.226109e+00	1.163306e+01	CPT1A;ACADVL;ACSL1;ECI1;ACADS;ACSF2
WikiPathways_2019_Human	Tryptophan metabolism WP465	12/46	2.760244e-02	7.326173e-02	0	0	2.089010e+00	7.499236e+00	ALDH3A2;GCDH;ECHS1;RNF25;PRMT1;HAAO;KYNU;AFMID;CYP1B1;DHCR24;HSD17B10;ACAT1
WikiPathways_2019_Human	Trans-sulfuration and one carbon metabolism WP2525	9/31	2.767665e-02	7.326173e-02	0	0	2.420537e+00	8.682869e+00	AHCYL2;AHCY;GSS;DNMT3B;AMT;MTHFR;MTR;PHGDH;PSPH
WikiPathways_2019_Human	Nucleotide-binding Oligomerization Domain (NOD) pathway WP1433	11/41	2.805786e-02	7.383648e-02	0	0	2.170006e+00	7.754486e+00	HSP90AA1;COPS6;NLRP12;CARD9;NLRP2;NOD1;NLRC4;SUGT1;MEFV;AAMP;NAIP
WikiPathways_2019_Human	MFAP5-mediated ovarian cancer cell motility and invasiveness WP3301	5/13	2.970727e-02	7.613941e-02	0	0	3.695953e+00	1.299631e+01	ITPR3;ITGAV;PLCG1;PTK2;MAPK3
WikiPathways_2019_Human	Osteopontin Signaling WP1434	5/13	2.970727e-02	7.613941e-02	0	0	3.695953e+00	1.299631e+01	MAP2K1;PLAU;ITGAV;MMP9;MAPK3
WikiPathways_2019_Human	Vitamin B12 Disorders WP4271	5/13	2.970727e-02	7.613941e-02	0	0	3.695953e+00	1.299631e+01	CUBN;AMN;MMAB;TCN1;MTR
WikiPathways_2019_Human	ncRNAs involved in STAT3 signaling in hepatocellular carcinoma WP4337	5/13	2.970727e-02	7.613941e-02	0	0	3.695953e+00	1.299631e+01	ZEB1;IL6ST;JAK2;JAK3;JAK1
WikiPathways_2019_Human	ATR Signaling WP3875	4/9	3.011737e-02	7.613941e-02	0	0	4.730014e+00	1.656760e+01	HUS1;RAD1;ATRIP;ATR
WikiPathways_2019_Human	Folate-Alcohol and Cancer Pathway Hypotheses WP1589	4/9	3.011737e-02	7.613941e-02	0	0	4.730014e+00	1.656760e+01	CEBPB;MTHFR;MTR;ADH5
WikiPathways_2019_Human	Macrophage markers WP4146	4/9	3.011737e-02	7.613941e-02	0	0	4.730014e+00	1.656760e+01	CD163;RAC2;CD14;LYZ
WikiPathways_2019_Human	Energy Metabolism WP1541	12/47	3.233650e-02	8.129287e-02	0	0	2.029205e+00	6.963338e+00	MEF2A;NCOA1;ATF2;MYBBP1A;PRMT1;CAMK4;TFB2M;TFB1M;MAPK14;FOXO1;SIRT3;PPARD
WikiPathways_2019_Human	Initiation of transcription and translation elongation at the HIV-1 LTR WP3414	9/32	3.370813e-02	8.399101e-02	0	0	2.315161e+00	7.848433e+00	HDAC4;CDK9;SUPT4H1;NFATC2;NFATC1;NELFA;NELFCD;HDAC8;HDAC9
WikiPathways_2019_Human	Breast cancer pathway WP4262	31/154	3.378305e-02	8.399101e-02	0	0	1.493810e+00	5.060722e+00	NOTCH2;SHC1;TCF7;LEF1;PIK3CD;LRP6;FRAT1;FRAT2;AKT2;AKT3;DVL2;AKT1;E2F2;BAK1;HRAS;SKP1;MAPK3;NCOA1;TCF7L2;MAP2K1;FZD5;PARP1;CSNK1A1;MTOR;DDB2;RAD50;GRB2;SOS1;SOS2;FGFR1;ATR
WikiPathways_2019_Human	Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells WP4301	6/18	3.587975e-02	8.727507e-02	0	0	2.957093e+00	9.839971e+00	RAB5C;HNRNPH1;RAB27A;HRAS;RAB5A;MAPK3
WikiPathways_2019_Human	Simplified Interaction Map Between LOXL4 and Oxidative Stress Pathway WP3670	6/18	3.587975e-02	8.727507e-02	0	0	2.957093e+00	9.839971e+00	ANXA5;FN1;IGFBP7;EXOC6;ECSIT;PKD1
WikiPathways_2019_Human	TCA Cycle (aka Krebs or citric acid cycle) WP78	6/18	3.587975e-02	8.727507e-02	0	0	2.957093e+00	9.839971e+00	CS;IDH3G;IDH3B;SUCLG2;SDHA;SDHB
WikiPathways_2019_Human	Transcription co-factors SKI and SKIL protein partners WP4533	6/18	3.587975e-02	8.727507e-02	0	0	2.957093e+00	9.839971e+00	SKI;MECP2;LATS1;PRMT5;NF1;SKIL
WikiPathways_2019_Human	Hippo-Yap signaling pathway WP4537	7/23	3.907692e-02	9.403537e-02	0	0	2.587747e+00	8.390052e+00	MAP4K1;LATS1;MST1;MINK1;MAP4K3;SAV1;MAP4K4
WikiPathways_2019_Human	NRF2-ARE regulation WP4357	7/23	3.907692e-02	9.403537e-02	0	0	2.587747e+00	8.390052e+00	AIMP2;CEBPB;MAPK8;YES1;MAF;INSR;HMOX1
WikiPathways_2019_Human	Parkinsons Disease Pathway WP2371	10/38	4.001275e-02	9.577519e-02	0	0	2.113157e+00	6.801317e+00	MAPK11;CCNE2;CASP6;SYT11;LRRK2;CASP3;MAPK14;MAPK12;SNCA;MAPK13
WikiPathways_2019_Human	Cysteine and methionine catabolism WP4504	5/14	4.083273e-02	9.722078e-02	0	0	3.285099e+00	1.050664e+01	MPST;GOT1;GSS;MTR;SUOX
WikiPathways_2019_Human	LncRNA-mediated mechanisms of therapeutic resistance WP3672	3/6	4.311188e-02	1.010435e-01	0	0	5.911165e+00	1.858445e+01	ABCB1;HIF1A;BCL2L1
WikiPathways_2019_Human	Somatroph axis (GH) and its relationship to dietary restriction and aging WP4186	3/6	4.311188e-02	1.010435e-01	0	0	5.911165e+00	1.858445e+01	AKT1;MTOR;FOXO1
WikiPathways_2019_Human	exRNA mechanism of action and biogenesis WP2805	3/6	4.311188e-02	1.010435e-01	0	0	5.911165e+00	1.858445e+01	ERI1;XPO5;DROSHA
WikiPathways_2019_Human	Leptin and adiponectin WP3934	4/10	4.455361e-02	1.028160e-01	0	0	3.941448e+00	1.226209e+01	CPT1A;LEPR;ADIPOR1;ACACA
WikiPathways_2019_Human	Mammary gland development pathway - Involution (Stage 4 of 4) WP2815	4/10	4.455361e-02	1.028160e-01	0	0	3.941448e+00	1.226209e+01	SOCS3;CHI3L1;IL6ST;MMP9
WikiPathways_2019_Human	Trans-sulfuration pathway WP2333	4/10	4.455361e-02	1.028160e-01	0	0	3.941448e+00	1.226209e+01	MPST;AHCY;GOT1;MTR
WikiPathways_2019_Human	Integrated Cancer Pathway WP1971	11/44	4.539644e-02	1.042265e-01	0	0	1.972386e+00	6.099251e+00	BARD1;RAD50;BAD;CASP3;PLK1;NOXA1;CDK1;AKT1;MAP3K5;JAK1;ATR
WikiPathways_2019_Human	Fatty Acid Beta Oxidation WP143	9/34	4.835504e-02	1.104557e-01	0	0	2.129699e+00	6.451251e+00	GCDH;ACADVL;CPT1A;ECHS1;ACSS2;ACSL1;ECI1;ACADS;ACAT1
WikiPathways_2019_Human	MAPK Cascade WP422	8/29	4.897249e-02	1.113011e-01	0	0	2.253397e+00	6.797363e+00	MAP3K3;MAP2K1;MAP2K7;MAPK14;HRAS;MAPK12;MAPK3;MAP2K6
WikiPathways_2019_Human	Vitamin B12 Metabolism WP1533	12/50	4.996386e-02	1.129836e-01	0	0	1.868677e+00	5.599406e+00	ABCA1;SCARB1;CUBN;MMAB;TCN1;CCL5;INSR;HBB;MTHFR;MTR;HBA1;SOD2
WikiPathways_2019_Human	Notch Signaling WP268	11/45	5.251557e-02	1.175722e-01	0	0	1.914262e+00	5.640653e+00	NOTCH2;KAT2B;NUMBL;KAT2A;ADAM17;APH1B;JAG1;DVL2;NUMB;DTX4;RBPJ
WikiPathways_2019_Human	Prostaglandin Synthesis and Regulation WP98	11/45	5.251557e-02	1.175722e-01	0	0	1.914262e+00	5.640653e+00	PTGER4;HPGDS;HPGD;ANXA3;PTGER2;ANXA5;TBXAS1;S100A6;PLA2G4A;PTGFRN;PTGDS
WikiPathways_2019_Human	Cholesterol Biosynthesis Pathway WP197	5/15	5.415534e-02	1.194603e-01	0	0	2.956416e+00	8.620611e+00	NSDHL;SC5D;MSMO1;LSS;FDFT1
WikiPathways_2019_Human	GPR40 Pathway WP3958	5/15	5.415534e-02	1.194603e-01	0	0	2.956416e+00	8.620611e+00	PLCL1;ITPR3;PLCG1;PLCD3;PKD1
WikiPathways_2019_Human	Phytochemical activity on NRF2 transcriptional activation WP3	5/15	5.415534e-02	1.194603e-01	0	0	2.956416e+00	8.620611e+00	AIMP2;CEBPB;MAPK8;MAF;HMOX1
WikiPathways_2019_Human	Glycogen Synthesis and Degradation WP500	10/40	5.492689e-02	1.199859e-01	0	0	1.972049e+00	5.722397e+00	PYGB;HK3;UGP2;PPP2R5E;PPP2R5A;PPP2R5D;CALM3;PYGL;PPP2R5C;GYG1
WikiPathways_2019_Human	Oxidative Damage WP3941	10/40	5.492689e-02	1.199859e-01	0	0	1.972049e+00	5.722397e+00	C1QB;CDKN1C;BAD;CASP3;C5AR1;TRAF2;BAK1;TNFRSF1B;MAPK13;C1QC
WikiPathways_2019_Human	Wnt Signaling Pathway and Pluripotency WP399	21/102	5.784680e-02	1.251520e-01	0	0	1.535085e+00	4.374927e+00	TCF7L2;PRKCI;FZD5;PRKCB;PRKCE;LRRK2;CTNND1;TCF7;LEF1;PPP2R5C;NLK;PRKCZ;RHOA;LRP6;FRAT1;RACGAP1;PLAU;PPP2R5E;DVL2;CD44;PPARD
WikiPathways_2019_Human	Hypertrophy Model WP516	6/20	5.818853e-02	1.251520e-01	0	0	2.534355e+00	7.207875e+00	ZEB1;IL1R1;ADAM10;EIF4E;ATF3;DUSP14
WikiPathways_2019_Human	Urea cycle and metabolism of amino groups WP497	6/20	5.818853e-02	1.251520e-01	0	0	2.534355e+00	7.207875e+00	GAMT;GATM;OAT;ARG1;SMS;SRM
WikiPathways_2019_Human	One Carbon Metabolism WP241	8/30	5.861871e-02	1.251520e-01	0	0	2.150844e+00	6.101301e+00	MTFMT;AHCYL2;AHCY;ATIC;DNMT3B;AMT;MTHFR;MTR
WikiPathways_2019_Human	Differentiation of white and brown adipocyte    WP2895	7/25	5.923863e-02	1.251520e-01	0	0	2.299950e+00	6.500076e+00	PLAC8;CEBPA;SMAD1;CEBPB;CEBPG;PRDM16;SMAD5
WikiPathways_2019_Human	Glycosylation and related congenital defects. WP4521	7/25	5.923863e-02	1.251520e-01	0	0	2.299950e+00	6.500076e+00	ALG8;ALG6;SRD5A3;ALG2;ALG13;ALG12;ALG11
WikiPathways_2019_Human	MTHFR deficiency WP4288	7/25	5.923863e-02	1.251520e-01	0	0	2.299950e+00	6.500076e+00	EHMT2;CASP3;DNMT3B;EHMT1;MTHFR;PEMT;HNMT
WikiPathways_2019_Human	Hippo-Merlin Signaling Dysregulation WP4541	24/120	6.000558e-02	1.261799e-01	0	0	1.480501e+00	4.165121e+00	ITGB1;ITGAM;FLT3;INSR;ITGB2;MST1;ITGAE;ITGAL;PTK2;AMOT;SAV1;LATS1;PAK1;PRKAR1B;ITGAX;CTNNA1;ITGAV;ITGA5;PRKACA;PRKACB;HRAS;CD44;FGFR1;PAK4
WikiPathways_2019_Human	Arrhythmogenic Right Ventricular Cardiomyopathy WP2118	16/74	6.209949e-02	1.299757e-01	0	0	1.632759e+00	4.537465e+00	ITGB1;TCF7L2;ACTN1;LEF1;TCF7;ATP2A2;ACTN4;CACNA2D4;ACTB;CACNB3;LMNA;CTNNA1;ITGAV;DSG2;ITGA5;DSC2
WikiPathways_2019_Human	DNA IR-damage and cellular response via ATR WP4016	17/80	6.400591e-02	1.333456e-01	0	0	1.597209e+00	4.390376e+00	BARD1;PARP1;CEP164;PLK1;XPA;HUS1;CLK2;RAD52;RAD50;BCL6;RBBP8;CDK1;RAD1;TP53BP1;ATRIP;MCPH1;ATR
WikiPathways_2019_Human	Zinc homeostasis WP3529	9/36	6.667872e-02	1.382738e-01	0	0	1.971712e+00	5.339139e+00	SLC30A7;SLC39A9;MTF1;SLC39A6;SLC39A11;SLC39A10;SLC39A8;SLC39A13;SLC39A14
WikiPathways_2019_Human	Cerebral Organic Acidurias, including diseases WP4519	3/7	6.746306e-02	1.386227e-01	0	0	4.433114e+00	1.195245e+01	GCDH;ADHFE1;D2HGDH
WikiPathways_2019_Human	DDX1 as a regulatory component of the Drosha microprocessor WP2942	3/7	6.746306e-02	1.386227e-01	0	0	4.433114e+00	1.195245e+01	RAD50;DDX1;DROSHA
WikiPathways_2019_Human	SREBF and miR33 in cholesterol and lipid homeostasis WP2011	5/16	6.969450e-02	1.425569e-01	0	0	2.687494e+00	7.158500e+00	ABCA1;FASN;NR1H3;SREBF2;MTOR
WikiPathways_2019_Human	G1 to S cell cycle control WP45	14/64	7.146868e-02	1.455245e-01	0	0	1.656877e+00	4.371664e+00	CDKN1C;CDKN2D;CDKN2C;CCNH;ORC5;CREB3;CCNA1;ORC4;CCNB1;CDK7;TFDP2;CCNE2;CDK1;E2F2
WikiPathways_2019_Human	TNF related weak inducer of apoptosis (TWEAK) Signaling Pathway WP2036	10/42	7.309372e-02	1.481629e-01	0	0	1.848579e+00	4.835907e+00	MAPK8;CCL5;AKT2;CASP3;TRAF5;AKT1;TRAF2;MAPK14;MMP9;MAPK3
WikiPathways_2019_Human	Exercise-induced Circadian Regulation WP410	11/48	7.820315e-02	1.578091e-01	0	0	1.758743e+00	4.482060e+00	DAZAP2;HSPA8;PER1;CEBPB;UGP2;RBPMS;G0S2;TAB2;PIGF;QKI;HERPUD1
WikiPathways_2019_Human	Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4) WP2817	8/32	8.127220e-02	1.632700e-01	0	0	1.971376e+00	4.948057e+00	CEBPA;TTC9;CEBPB;TPM3;JAK2;EIF4E;USF2;BCL2L1
WikiPathways_2019_Human	Nanoparticle triggered regulated necrosis WP2513	4/12	8.293855e-02	1.651431e-01	0	0	2.955740e+00	7.358774e+00	MAPK8;PARP1;PLA2G4A;FTL
WikiPathways_2019_Human	RalA downstream regulated genes WP2290	4/12	8.293855e-02	1.651431e-01	0	0	2.955740e+00	7.358774e+00	RALBP1;RALA;RAC2;HRAS
WikiPathways_2019_Human	Oxidative phosphorylation WP623	13/60	8.550136e-02	1.687527e-01	0	0	1.636453e+00	4.024403e+00	NDUFB9;NDUFA5;NDUFA10;ATP6AP2;NDUFB2;NDUFC2;GZMB;NDUFC1;NDUFS8;NDUFS4;NDUFS3;NDUFV3;NDUFV1
WikiPathways_2019_Human	RIG-I-like Receptor Signaling WP3865	13/60	8.550136e-02	1.687527e-01	0	0	1.636453e+00	4.024403e+00	TRAF2;MAPK14;MAPK12;MAPK13;MAPK11;SIKE1;MAPK8;MAVS;RNF125;CXCL12;IRF3;CASP10;TRIM25
WikiPathways_2019_Human	Globo Sphingolipid Metabolism WP1424	6/22	8.720136e-02	1.702911e-01	0	0	2.217301e+00	5.409184e+00	GALNT2;GCNT1;ST6GALNAC4;ST3GAL1;GBGT1;ST6GALNAC6
WikiPathways_2019_Human	Amplification and Expansion of Oncogenic Pathways as Metastatic Traits WP3678	5/17	8.741608e-02	1.702911e-01	0	0	2.463392e+00	6.003474e+00	TCF7L2;JAG1;LEF1;TCF7;CXCR4
WikiPathways_2019_Human	Regulation of Wnt/B-catenin Signaling by Small Molecule Compounds WP3664	5/17	8.741608e-02	1.702911e-01	0	0	2.463392e+00	6.003474e+00	LRP1;CSNK1A1;LEF1;DVL2;TCF4
WikiPathways_2019_Human	Amyotrophic lateral sclerosis (ALS) WP2447	9/38	8.883898e-02	1.723170e-01	0	0	1.835517e+00	4.443658e+00	CCS;ALS2;BAD;CASP3;MAPK14;RAB5A;MAP3K5;MAP2K6;BCL2L1
WikiPathways_2019_Human	Caloric restriction and aging WP4191	3/8	9.662165e-02	1.858109e-01	0	0	3.546284e+00	8.287498e+00	NAMPT;AKT1;MTOR
WikiPathways_2019_Human	TFs Regulate miRNAs related to cardiac hypertrophy WP1559	3/8	9.662165e-02	1.858109e-01	0	0	3.546284e+00	8.287498e+00	MYEF2;AKT2;AKT1
WikiPathways_2019_Human	Histone Modifications WP2369	14/67	9.717994e-02	1.860893e-01	0	0	1.562817e+00	3.643224e+00	SETD4;SETD2;SMYD5;SETD6;EHMT2;EHMT1;SETMAR;PRDM2;AEBP2;SETBP1;SMYD2;SMYD4;SMYD3;HIST1H4E
WikiPathways_2019_Human	Wnt Signaling WP428	22/115	1.017048e-01	1.939286e-01	0	0	1.400177e+00	3.200357e+00	INVS;TCF7L2;CAMK2D;FZD5;PRKCB;CSNK1A1;CHD8;TCF7;LEF1;NFATC2;NFATC1;PRICKLE1;NLK;SENP2;RHOA;LRP6;VANGL1;FRAT1;MAPK8;FRAT2;PLAU;DVL2
WikiPathways_2019_Human	Nanoparticle triggered autophagic cell death WP2509	6/23	1.041865e-01	1.978224e-01	0	0	2.086749e+00	4.719336e+00	UVRAG;ATG3;INSR;ATG10;TSC1;AMBRA1
WikiPathways_2019_Human	Ganglio Sphingolipid Metabolism WP1423	4/13	1.065969e-01	1.990399e-01	0	0	2.627171e+00	5.881449e+00	SLC33A1;ST3GAL5;ST3GAL1;ST6GALNAC6
WikiPathways_2019_Human	Homologous recombination WP186	4/13	1.065969e-01	1.990399e-01	0	0	2.627171e+00	5.881449e+00	RAD52;POLD4;RAD50;POLD2
